,Unnamed: 0,Mean,Maximum_value,Minimum_value,Range,Standard Deviation,Variance,Absolute_mean,Absolute_MAX,RMS,Crest Factor,Shape factor,Impulse Factor,Kurtosis,Skewness,Clearance Factor,FAULT TYPE,Label,Label_no
10,10,0.021258689985625,1.568996308,-1.433813538,3.002809846,0.2755895389419656,0.0759495939742451,0.190362581540625,1.568996308,0.276408259417388,5.676372736860769,1.4520094084687547,8.24214661989737,5.091017994256928,0.0156126099350369,10.344131748520462,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
11,11,0.0227701084599999,1.398140308,-1.349532923,2.7476732310000003,0.2950746111243586,0.0870690261301914,0.20158217769375,1.398140308,0.2959518608988151,4.724215295534226,1.468144973353917,6.935832939180263,3.664983942794273,-0.0378606611953782,8.905003599379668,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
12,12,0.0220140080787499,1.547300308,-1.253361231,2.800661539,0.2709765800401414,0.0734283069302511,0.18392510191625,1.547300308,0.2718693132406495,5.691338568359798,1.478152304433382,8.41266522013162,5.0894991270221706,-0.0214123383726412,10.725475394750305,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
13,13,0.0223125888512499,1.506620308,-1.447790769,2.954411077,0.2944885369650115,0.0867234984037929,0.2041970411575,1.506620308,0.2953326091460912,5.101435674022455,1.4463118930224708,7.378267086827781,4.18251615630919,0.1576274228382816,9.308480522870555,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
14,14,0.0250745261443749,1.301968615,-1.314694154,2.616662769,0.2664326812673404,0.0709863736473042,0.184499706920625,1.314694154,0.2676099876848193,4.912724541314189,1.450462941927327,7.1257248910731565,4.239186718249778,-0.1559976157454979,9.024577201068457,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
15,15,0.02501872154875,1.526021538,-1.347446769,2.873468307,0.2729609275740269,0.0745076679820732,0.18682811537625,1.526021538,0.2741050973805615,5.567286243791757,1.467151219871516,8.168050803952985,4.2937927620467455,0.1502525825637907,10.482739426176318,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
16,16,0.02380014694,1.277560615,-1.252735385,2.530296,0.2752672792599894,0.0757720750311969,0.1906176138487499,1.277560615,0.2762942670877602,4.623912860972263,1.4494687112545244,6.702217015546688,3.670084715501898,0.0170999703338606,8.461529761427094,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
17,17,0.020436093454375,1.459473231,-1.289034462,2.748507693,0.2713058401477927,0.0736068588982996,0.184556424234375,1.459473231,0.2720744251376369,5.364242634204527,1.474207285204657,7.908005570949734,4.832535126782013,-0.1210655750367082,10.043134533657062,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
18,18,0.02419560347,1.371646154,-1.168872,2.540518154,0.2696977860070563,0.0727368957771079,0.18718862885375,1.371646154,0.2707809502243194,5.065519390724146,1.4465673042344889,7.327614729587358,4.069758515000435,0.08116175603806,9.240440435031578,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
20,20,0.023839001543125,1.606755692,-1.343065846,2.949821538,0.283015353551928,0.0800976903461228,0.1944055476931249,1.606755692,0.2840175845624632,5.657240182769848,1.46095411336097,8.264968315288575,4.404445930989551,0.0250680921035781,10.494391813828514,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
21,21,0.024209424225,1.419419077,-1.304263385,2.723682462,0.2789402605610424,0.0778076689618622,0.19140161653875,1.419419077,0.2799888661771539,5.069555430471683,1.4628343858342965,7.415920004586967,4.626196014942718,0.1159761759904635,9.409083452699944,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
22,22,0.0244488103875,1.447164923,-1.350784615,2.797949538,0.2773998935437546,0.0769507009380863,0.19180372269125,1.447164923,0.2784752148171365,5.196745871801537,1.4518759641876355,7.545030423259971,4.091658245196624,-0.0843919780990057,9.578135590842852,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
23,23,0.0231666080812499,1.402104,-1.296336,2.69844,0.2875844535248227,0.0827048179091709,0.19931048655125,1.402104,0.2885160474551825,4.859708887485018,1.4475708350699077,7.03477285245334,3.92351403848076,-0.0745026258701482,8.894504127428148,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
24,24,0.021660404978125,1.300091077,-1.500361846,2.800452923,0.2882920325568068,0.0831122960357349,0.195714739616875,1.500361846,0.2891045990287103,5.189685155617337,1.4771733574826929,7.666064645601353,4.79847247867412,-0.2667772299992484,9.775520817827696,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
25,25,0.02178857309125,1.474493538,-1.289451692,2.76394523,0.2805214883005357,0.0786923053983476,0.1914025292175,1.474493538,0.2813663933658396,5.240474956377704,1.470024427138626,7.70362619568345,4.040692392285513,-0.0551337979689462,9.88681548518398,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
26,26,0.022786536930625,1.390212923,-1.153017231,2.543230154,0.2721273235923122,0.074053280245515,0.185437433074375,1.390212923,0.2730796706289316,5.090869341530225,1.4726243029874404,7.496937915671078,4.348979434354445,0.0335351735449614,9.563160149016127,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
27,27,0.023504043463125,1.534157538,-1.437151385,2.971308923,0.2880335297737231,0.0829633142739102,0.195073247294375,1.534157538,0.2889909243090978,5.308670303981939,1.4814482678549792,7.86452042644721,4.844083082894566,-0.1624029464273778,10.033476966474726,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
28,28,0.02446628193625,1.556270769,-1.218313846,2.774584615,0.2798885914095388,0.0783376236012157,0.19309035807,1.556270769,0.2809559085568406,5.539199289290434,1.4550488764176783,8.059805702135648,4.611564213730343,0.1105300464529304,10.199818440523126,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
29,29,0.022201370781875,1.468026462,-1.289451692,2.757478154,0.2865131000624196,0.0820897565073781,0.195215757698125,1.468026462,0.287371984319927,5.108453649280118,1.4720737081291837,7.520020306301842,4.433834247746948,0.0074778769602667,9.547184489555852,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
30,30,0.02268327230625,1.619689846,-1.312399385,2.932089231,0.2740497110910513,0.0751032441490887,0.19046975769,1.619689846,0.2749868633073373,5.890062625245351,1.443729790190071,8.50365887815185,4.844309358462553,-0.1192973691426675,10.645291528743272,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
31,31,0.02186302270375,1.348072615,-1.291537846,2.639610461,0.3011155951749582,0.0906706016575693,0.2075972111637499,1.348072615,0.3019082533143372,4.465173112032912,1.4542982134581566,6.493693279610861,3.6744552480797577,0.1140354892661169,8.255523882063347,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
32,32,0.022517814225625,1.466148923,-1.328045538,2.794194461,0.2605166699137247,0.0678689353029366,0.1811400865181249,1.466148923,0.261488025080378,5.606944801963016,1.443567959509688,8.094005866853202,4.830515447782928,-0.3366952103451402,10.141233679845085,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
33,33,0.02643365539875,1.397723077,-1.284653538,2.682376615,0.3065425083836745,0.0939683094461551,0.211389708455,1.397723077,0.3076801059280482,4.542780147530439,1.45551128376501,6.612067764394229,3.5360853303010646,-0.008852298782983,8.400518945468994,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
34,34,0.0222793407825,1.350576,-1.456761231,2.807337231,0.2681094833302143,0.0718826950515944,0.18247013999875,1.456761231,0.2690335742566292,5.414793432474736,1.4743978069972008,7.983559562183595,5.041219233711455,-0.3624311787900438,10.216133734652074,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
35,35,0.02095163423125,1.374566769,-1.364344615,2.738911384,0.2874413040779904,0.0826225032900557,0.1974246034675,1.374566769,0.2882038762178883,4.769424988443938,1.4598174247584716,6.962489704208933,4.385728878749378,-0.0464031146865264,8.807995425407782,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
36,36,0.0232946457731249,1.289243077,-1.406276308,2.695519385,0.2679768884217505,0.0718116127282033,0.180043291154375,1.406276308,0.2689874592799796,5.22803669644783,1.494015453479691,7.810767615851971,5.113119475527643,-0.4111653932476231,10.065634408888688,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
37,37,0.02163967385625,1.390004308,-1.407528,2.797532308,0.2749080727728956,0.0755744484757076,0.1881919384612499,1.407528,0.2757584522010387,5.104206194825379,1.465304276345606,7.4792151646273615,5.048133518707621,-0.0234357070742253,9.48569048612062,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
38,38,0.02485860923625,1.146967385,-1.187647385,2.33461477,0.2766151341491235,0.0765159324403375,0.19180854692,1.187647385,0.2777298739665903,4.276268044333138,1.447953589275803,6.191837663497586,3.504377831770552,-0.0776394149023078,7.886031145906994,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
39,39,0.024643996158125,1.589440615,-1.459681846,3.049122461,0.2755228778702578,0.075912856229909,0.1882292284668749,1.589440615,0.2766228168039482,5.74587676231527,1.4696060705185805,8.444175370350166,5.423324635149918,-0.1557358809509504,10.669075566982004,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
40,40,0.024899680395625,1.288825846,-1.264209231,2.553035077,0.282743513151874,0.0799438942294639,0.1999598019231249,1.288825846,0.2838377852106168,4.540712735070313,1.4194742267235236,6.44542469838759,3.388462238202825,0.0205417384827328,8.037173270328898,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
41,41,0.0212899823149999,1.450502769,-1.313025231,2.763528,0.2781244956919506,0.0773532351039018,0.1918969477025,1.450502769,0.2789381624139567,5.200087203727216,1.453583111944009,7.558758939974027,4.122380698506964,-0.1694402217208006,9.546507176494211,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
43,43,0.0227954030774999,1.415455385,-1.304263385,2.71971877,0.2758006159770395,0.0760659797733144,0.18603902769875,1.415455385,0.2767410525649928,5.1147286312629,1.4875429956187212,7.608378749925656,4.983661508428658,-0.1212195746662191,9.69345542462775,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
44,44,0.02288197846,1.566492923,-1.331383385,2.897876308,0.2817804880160181,0.0794002434265453,0.1962457961599999,1.566492923,0.2827080267073951,5.541027402880682,1.4405813130228895,7.982300531537664,4.455607624679562,-0.0998319749621719,10.01828437892353,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
45,45,0.0229034919362499,1.442992615,-1.360589538,2.803582153,0.2889789637804458,0.0835088415076202,0.19416264116,1.442992615,0.289885169421435,4.9778076535615305,1.4930017828844566,7.431875701623259,4.653778944997637,0.0529761174909165,9.542763379245171,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
46,46,0.02204490922625,1.524352615,-1.262748923,2.787101538,0.2769677807332713,0.0767111515643134,0.1882456569225,1.524352615,0.277843714319952,5.486367106526029,1.4759634769918712,8.09767747060199,4.730053830610904,-0.0391282548101445,10.332693354991305,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
47,47,0.021802915381875,1.352870769,-1.329505846,2.682376615,0.2734525560441618,0.0747763004070854,0.188651935381875,1.352870769,0.2743203738810419,4.931718158078435,1.454108452827448,7.171253060624464,4.293349587498426,0.0299345413592639,9.12504105534448,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
48,48,0.01967647269125,1.297379077,-1.120681846,2.418060923,0.267537509610568,0.0715763190486247,0.1846437819199999,1.297379077,0.2682601025612908,4.836272947832713,1.4528520796737094,7.026389210128459,4.136927845858136,-0.0053625240612537,8.87601854815372,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
49,49,0.02041197231125,1.610302154,-1.262748923,2.873051077,0.2795824558643881,0.0781663496271625,0.1899307476899999,1.610302154,0.2803265921042771,5.744378875768563,1.4759410759642717,8.478364738648285,4.463889617920805,-0.0532754045913683,10.9116018835378,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
50,50,0.019962015,1.242304615,-1.066859077,2.309163692,0.2667087875498523,0.0711335773563122,0.185011988075,1.242304615,0.2674547801015575,4.644914607726488,1.4456078380885076,6.714724964181216,3.787649843889771,0.0220910012965765,8.452761116169945,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
51,51,0.01827940154,1.449042462,-1.376444308,2.82548677,0.2895769375478491,0.0838548027595909,0.19594043538125,1.449042462,0.2901533030662436,4.994058129571509,1.48082401930811,7.395321232090424,4.774962736392342,-0.4459428814952577,9.464696624073168,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
52,52,0.021011741548125,1.326168,-1.143838154,2.470006154,0.266991667594488,0.0712845505648855,0.187424755388125,1.326168,0.2678171836304959,4.951765909948847,1.4289317495754057,7.075735525191057,3.625180951291145,0.1796385726049127,8.892872257656164,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
53,53,0.0206787392349999,1.297796308,-1.351827692,2.649624,0.2922295594093426,0.0853981153925785,0.1975548576825,1.351827692,0.2929602799850649,4.614371928061088,1.4829312901831837,6.842796516664692,4.519739731435434,-0.2377393801744079,8.720731545083478,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
54,54,0.019367852306875,1.407528,-1.297170462,2.704698462,0.268405117058876,0.0720413068633889,0.188180203851875,1.407528,0.2691029924886935,5.230443507829581,1.430028169703315,7.479681556238123,3.880676893162346,0.0605017398683585,9.346210533605865,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
55,55,0.015491126549375,1.276308923,-1.371228923,2.647537846,0.3037779790248476,0.0922810605404207,0.207353131160625,1.371228923,0.3041727067673718,4.508060363380013,1.4669308587954044,6.613012860354565,3.7896877451917135,-0.1595167300560912,8.4485683817686,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
56,56,0.0185714630599999,1.388335385,-1.354331077,2.742666462,0.2600111938978571,0.067605820952189,0.1756593692274999,1.388335385,0.2606735893648951,5.325953382475527,1.4839720221657609,7.903565810952782,5.036017200221279,-0.0870098056675694,10.137995095914256,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
57,57,0.01774691078,1.387918154,-1.194948923,2.5828670770000004,0.2933837156876519,0.0860740046306929,0.20194438616625,1.387918154,0.2939199848137691,4.722095215401566,1.4554501384940728,6.872774135238409,3.5942955614572805,-0.0331134051333774,8.782435860073955,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
58,58,0.0206443176943749,1.414829538,-1.267547077,2.682376615,0.2653735956161751,0.0704231452502572,0.178122856153125,1.414829538,0.2661753803478517,5.315403461248098,1.4943359100363376,7.942998268474476,4.923051751337539,0.1085563172368841,10.235410668086914,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
59,59,0.020539879609375,1.441323692,-1.412952,2.854275692,0.2874425758088286,0.0826232343876141,0.198447861924375,1.441323692,0.2881755038895253,5.001548266755333,1.4521471841271032,7.26298423184455,3.827609327384182,-0.0897855984317344,9.247853450264175,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
60,60,0.0207379338575,1.369977231,-1.204128,2.574105231,0.2777103271709932,0.07712302581742,0.19164061154,1.369977231,0.2784835501750474,4.919418867429938,1.453155194701104,7.148679082116437,4.188766818399103,-0.0151300198161422,8.973698123884656,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
61,61,0.0194317407749999,1.470321231,-1.366430769,2.836752,0.2789485584140241,0.0778122982412622,0.18800261999,1.470321231,0.279624553268859,5.258197872152829,1.4873439172482408,7.820748620834153,4.755733963178577,-0.1588155027364517,10.06415910539396,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
62,62,0.020382244606875,1.425468923,-1.251483692,2.6769526150000003,0.2854775558628233,0.0814974349014114,0.1969433538481249,1.425468923,0.2862042466432423,4.980600182277754,1.4532313025599832,7.23796409042199,4.061357758189826,0.0635365312986258,9.196402773514375,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
63,63,0.020565434995625,1.419210462,-1.333886769,2.753097231,0.2773405802686252,0.0769177974637377,0.186870751165625,1.419210462,0.2781020218917816,5.103200805034995,1.4882051907914555,7.594609927704216,4.954335059275206,-0.1496886572097606,9.736094551897278,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
64,64,0.022148956148125,1.470947077,-1.212681231,2.683628308,0.2852019101269236,0.0813401295400457,0.200665052314375,1.470947077,0.2860606680382631,5.142080828823514,1.4255629704274648,7.330360020515769,3.5467025378372368,-0.117178628281501,9.183820659194891,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
65,65,0.02205155884,1.272136615,-1.373732308,2.645868923,0.2795770446031258,0.0781633238690182,0.189973905,1.373732308,0.2804453513900564,4.898395716637675,1.4762309138723886,7.231163185280629,4.609004176722307,-0.1836744386681422,9.18635826242028,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
66,66,0.0192867530775,1.358920615,-1.411283077,2.770203692,0.2745732324934186,0.0753904600018849,0.1892514438425,1.411283077,0.2752497753789408,5.12728148481525,1.4544130802405444,7.457185257590461,4.359091523924547,-0.3740727389885785,9.4172848460972,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
67,67,0.0210221723175,1.355582769,-1.195992,2.551574769,0.2762555937145085,0.0763171530585555,0.18892052768,1.355582769,0.2770542993485252,4.8928414833755065,1.4665124153041178,7.175412781485197,4.447540185604582,-0.036720760065874,9.175193510050711,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
68,68,0.02221792961875,1.255030154,-1.397097231,2.652127385,0.2697407707715666,0.0727600834164388,0.1842369819225,1.397097231,0.2706542440328298,5.161926191079918,1.4690549161659714,7.583153047891841,4.276498762502498,-0.3153228872851829,9.726556677680517,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
69,69,0.018697936155,1.38312,-1.295501538,2.678621538,0.268554510780828,0.0721215252607298,0.18751967538,1.38312,0.2692046397764837,5.137801492382829,1.4356074328251307,7.37586601084484,3.943215992275944,-0.0586812030834681,9.231409740489475,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
70,70,0.01937098154125,1.262748923,-1.308018462,2.570767385,0.2685200927761636,0.0721030402245195,0.1847685599975,1.308018462,0.2692178953011686,4.858586612664609,1.457054681298654,7.079226368477938,4.205498784395531,-0.1311774340250026,8.973538154763473,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
71,71,0.01738796192125,1.528316308,-1.419210462,2.94752677,0.2847808288630782,0.0811001204879418,0.1931211288525,1.528316308,0.2853111664616664,5.356664889613917,1.4773689867957345,7.913770580573195,4.88945430822,0.0734834867100748,10.138147844485246,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
72,72,0.017724745378125,1.183892308,-1.330340308,2.514232616,0.2719120520407738,0.0739361640450244,0.187291241538125,1.330340308,0.2724891385794007,4.882177377548396,1.454895254799904,7.103056699686601,4.201103907894075,-0.2347193619414336,8.999113590436512,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
73,73,0.016110975005,1.509123692,-1.304263385,2.813387077,0.2948701442484789,0.0869484019691188,0.20387759884,1.509123692,0.2953099481641797,5.110304279898459,1.4484668734789958,7.402106462830853,4.130834381023761,-0.0051956504637605,9.314582285660864,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
74,74,0.0172848277025,1.367056615,-1.301968615,2.66902523,0.2742538157800397,0.0752151554699119,0.18975811846125,1.367056615,0.2747979634906654,4.974769818650557,1.448148652184181,7.204206207805349,4.443739459464897,-0.1240467686428145,9.09481518225429,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
75,75,0.018180178848125,1.398140308,-1.372689231,2.770829539,0.2971962974171475,0.0883256391984615,0.203521127295625,1.398140308,0.2977518397951747,4.695656318905668,1.4630021155625517,6.869755128513654,3.563727097530448,-0.1703458937129904,8.787034606597022,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
76,76,0.018248369995,1.356625846,-1.410031385,2.766657231,0.2709410179044679,0.0734090351831091,0.18429578538125,1.410031385,0.2715548530050303,5.1924367007128405,1.4734729415719885,7.6509149793257,5.025731611696653,-0.0662437452677142,9.76206759916114,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
77,77,0.016207459625,1.304889231,-1.226867077,2.5317563080000003,0.2902458424861691,0.0842426490805061,0.1996813003799999,1.304889231,0.2906980062332766,4.488813830917247,1.4558098614145083,6.5348594411031655,3.3043908898510432,-0.0587189544417095,8.34223400946697,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
78,78,0.01554979962,1.46448,-1.351201846,2.815681846,0.2729036392329418,0.0744763963065836,0.18553144038125,1.46448,0.2733462869233929,5.357599755545354,1.4733151769947537,7.893433032108351,5.022891095473888,-0.0903099155749645,9.979155297275266,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
79,79,0.017200599235625,1.257533538,-1.359337846,2.616871384,0.2847966250287363,0.0811091176277586,0.194141388450625,1.359337846,0.2853155765846359,4.764330998930815,1.4696277741786048,7.001793161408823,3.97576828488018,0.0290719289030255,8.900266367222583,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
80,80,0.016719480006875,1.480752,-1.302385846,2.783137846,0.2725369715812276,0.0742764008786668,0.184416260776875,1.480752,0.2730493396629392,5.423019890206976,1.4806142284454042,8.029400410582882,4.885384209698701,-0.1297374493557981,10.216167778047444,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
82,82,0.018553861159375,1.266712615,-1.232916923,2.499629538,0.2748951785006161,0.0755673591628856,0.187767015013125,1.266712615,0.2755206070819513,4.597524041543749,1.467353608740557,6.74619349363069,4.352100056369247,-0.1818568658531466,8.576729142744247,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
83,83,0.019310091926875,1.406484923,-1.399600615,2.806085538,0.2716130948642233,0.0737736733017215,0.187406371153125,1.406484923,0.2722986466215834,5.165229208629188,1.4529850023033368,7.505000573597344,4.720714661255288,-0.1387141953654766,9.450328530157377,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
85,85,0.0191704500093749,1.499527385,-1.334304,2.833831385,0.2671764059981699,0.0713832319220989,0.182380696166875,1.499527385,0.2678632824327754,5.598107255989183,1.4687041340586038,8.221963269774779,4.977620318939334,-0.0849917324629303,10.411779390708665,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
86,86,0.01798890462125,1.320326769,-1.337016,2.657342769,0.2923367130303577,0.0854607537853937,0.20080404231375,1.337016,0.292889662628892,4.564913585543905,1.4585844948841276,6.658312176360248,3.780150749604611,-0.0867201454442637,8.475782123204253,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
87,87,0.017576758855625,1.373315077,-1.276308923,2.649624,0.2596661111024362,0.0674264892550627,0.178901904239375,1.373315077,0.260260315274787,5.276697968916359,1.4547654838069948,7.676358073653994,4.546815738150956,-0.0267572525546927,9.672446567121725,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
88,88,0.0197742611575,1.417958769,-1.384580308,2.802539077,0.2885956317367603,0.0832874386575397,0.194658363475,1.417958769,0.2892722939755289,4.901813269126814,1.4860511966272651,7.284345474229308,4.112166798145791,-0.0705599556629793,9.442261487897412,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
89,89,0.021222834225,1.291746462,-1.142377846,2.4341243080000003,0.2693990492336202,0.0725758477279785,0.18396552114875,1.291746462,0.2702337070398886,4.780108581381849,1.4689367080986022,7.0216769638889325,4.064514431693085,-0.012014534654028,8.927171788764609,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
91,91,0.0209907496106249,1.409405538,-1.158024,2.567429538,0.266835267430874,0.071201059944906,0.183785851163125,1.409405538,0.2676596187588296,5.265663698303039,1.456366837081815,7.668737985434128,4.23490608684873,0.1041243124324381,9.724748588580278,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
92,92,0.01909326231625,1.357043077,-1.375818462,2.732861539,0.2753863496170146,0.0758376415553845,0.18570993693125,1.375818462,0.2760474492207123,4.983992664608799,1.4864441493128355,7.40842673652584,4.823060506293485,-0.0086029613407093,9.49556821075447,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
93,93,0.02010908884125,1.508706462,-1.311147692,2.819854154,0.2792571090646463,0.0779845329631438,0.19622845499375,1.508706462,0.2799801929015141,5.388618553208521,1.4268073043251128,7.688520311939739,4.019361625050845,-0.0274334045618174,9.613946080244832,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
94,94,0.022432412296875,1.250440615,-1.297170462,2.547611077,0.2741363237271558,0.0751507239866399,0.188481392304375,1.297170462,0.2750526078918303,4.716081305108502,1.4593090836662173,6.882220287853266,4.328864595380652,-0.0331498226898104,8.752503861737791,INNER RACE FAULT OF 0.007 INCH,IR_7_1,0
